channel,floorid,mac_address,roomid,signal_strength,source,ssid,timestamp
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.863,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.863,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.863,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.863,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.863,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.863,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.863,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.863,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.863,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.863,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.863,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.863,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.863,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,285.0,A2:2F:E1:D7:EB:C3,111.0,-58.887,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.839000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,289.0,A2:2F:E1:D7:EB:C3,111.0,-58.815000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.299,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.139,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.139,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.139,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.139,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.139,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.139,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.139,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.139,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.139,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2417.0,290.0,CA:0F:36:7D:94:1C,111.0,-60.059000000000005,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-60.831,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
2412.0,293.0,CA:0F:36:7D:94:1C,111.0,-59.031000000000006,cap1,Realme 6 Pro,2023-12-13 16:21:02
